epoch,accuracy,loss,val_accuracy,val_loss
0,0.7774356603622437,0.786853551864624,0.8245996236801147,0.5831565856933594
1,0.8448047637939453,0.5114678144454956,0.8673316836357117,0.4344142973423004
2,0.8838315606117249,0.378248929977417,0.9021285176277161,0.3155446946620941
3,0.9235643744468689,0.24525801837444305,0.9378672242164612,0.19745023548603058
4,0.9531886577606201,0.15127117931842804,0.9653069972991943,0.11518465727567673
5,0.9690144658088684,0.10239867866039276,0.971508264541626,0.09448238462209702
6,0.977821946144104,0.0747767761349678,0.9787766337394714,0.07130476087331772
7,0.9832173585891724,0.057819563895463943,0.9838335514068604,0.05632004141807556
8,0.9867461323738098,0.04641212150454521,0.9849536418914795,0.05201151967048645
9,0.9891576766967773,0.038229215890169144,0.9878507852554321,0.04334017634391785
10,0.991025984287262,0.0321541391313076,0.9896379113197327,0.03728635609149933
11,0.9923754334449768,0.027424614876508713,0.9906370043754578,0.03469816967844963
12,0.9934720396995544,0.023728014901280403,0.9909732937812805,0.0328245647251606
13,0.9941431283950806,0.020825834944844246,0.991706371307373,0.030746296048164368
14,0.9949252605438232,0.018323838710784912,0.9922708868980408,0.028874605894088745
15,0.9953948855400085,0.01634543016552925,0.9925996661186218,0.02801746502518654
16,0.9959615468978882,0.014568892307579517,0.9925569891929626,0.028244705870747566
17,0.9963415265083313,0.01312201377004385,0.9929105639457703,0.026969537138938904
18,0.9966796636581421,0.01184374000877142,0.9933240413665771,0.02585923857986927
19,0.9970143437385559,0.010670260526239872,0.992102861404419,0.029684780165553093
