epoch,accuracy,loss,val_accuracy,val_loss
0,0.53125,2.225416660308838,0.6064814925193787,1.6152279376983643
1,0.5968364477157593,1.5685228109359741,0.605246901512146,1.4593474864959717
2,0.6027778387069702,1.4902453422546387,0.6283950805664062,1.4707601070404053
3,0.6155092716217041,1.4430711269378662,0.6320987939834595,1.4454478025436401
4,0.616126537322998,1.4372562170028687,0.6305555701255798,1.4519215822219849
5,0.6200617551803589,1.4332656860351562,0.6225308775901794,1.3750579357147217
6,0.6216049194335938,1.4133764505386353,0.6175926327705383,1.3806407451629639
7,0.6226851940155029,1.3949953317642212,0.635493814945221,1.3408664464950562
8,0.6301698088645935,1.3697890043258667,0.6413580179214478,1.386647343635559
9,0.633564829826355,1.3597744703292847,0.6561728715896606,1.3017497062683105
